iter	Passed	Remaining
478	629	684
479	630	682
480	631	681
481	632	679
482	632	677
483	633	675
484	634	673
485	635	672
486	636	670
487	637	668
488	638	666
489	638	665
490	639	663
491	640	661
492	642	660
493	643	658
494	644	657
495	645	656
496	647	655
497	648	653
498	649	652
499	650	650
500	651	649
501	652	647
502	653	646
503	655	644
504	656	643
505	657	642
506	658	640
507	659	639
508	660	637
509	662	636
510	663	634
511	664	633
512	665	631
513	666	630
514	667	628
515	668	627
516	669	625
517	671	624
518	672	622
519	673	621
520	674	619
521	675	618
522	676	616
523	677	615
524	678	614
525	679	612
526	680	611
527	681	609
528	683	608
529	684	606
530	685	605
531	686	603
532	687	602
533	688	601
534	689	599
535	691	598
536	692	596
537	693	595
538	694	593
539	695	592
540	696	590
541	697	589
542	698	588
543	699	586
544	700	585
545	701	583
546	702	582
547	704	580
548	705	579
549	706	578
550	707	576
551	708	575
552	710	574
553	711	572
554	712	571
555	713	570
556	715	568
557	716	567
558	717	565
559	718	564
560	719	562
561	720	561
562	721	560
563	722	558
564	723	557
565	725	555
566	726	554
567	727	553
568	728	551
569	729	550
570	730	549
571	731	547
572	733	546
573	734	544
574	735	543
575	736	542
576	737	540
577	738	539
578	740	538
579	741	536
580	742	535
581	743	533
582	744	532
583	745	531
584	746	529
585	747	528
586	749	526
587	750	525
588	751	524
589	752	522
590	753	521
591	754	519
592	755	518
593	756	517
594	757	515
595	759	514
596	760	513
597	761	511
598	762	510
599	763	509
600	764	507
601	765	506
602	766	504
603	767	503
604	769	502
605	770	500
606	771	499
607	772	497
608	773	496
609	774	495
610	775	493
611	777	492
612	778	491
613	779	489
614	780	488
615	781	487
616	782	485
617	783	484
618	784	483
619	786	481
620	787	480
621	788	479
622	789	477
623	791	476
624	792	475
625	794	474
626	795	473
627	796	471
628	797	470
629	798	469
630	799	467
631	801	466
632	802	465
633	803	463
634	804	462
635	805	461
636	806	459
637	807	458
638	808	457
639	810	455
640	811	454
641	812	452
642	813	451
643	815	450
644	816	449
645	817	447
646	818	446
647	819	445
648	821	444
649	822	442
650	823	441
651	824	440
652	826	438
653	827	437
654	828	436
655	829	434
656	830	433
657	831	432
658	832	430
659	833	429
660	835	428
661	836	427
662	837	425
663	838	424
664	839	423
665	840	421
666	841	420
667	843	418
668	844	417
669	845	416
670	846	414
671	847	413
672	848	412
673	849	410
674	850	409
675	851	408
676	852	406
677	853	405
678	855	404
679	856	402
680	857	401
681	858	400
682	859	398
683	860	397
684	861	396
685	862	394
686	863	393
687	865	392
688	866	391
689	867	389
690	869	388
691	870	387
692	871	386
693	872	384
694	873	383
695	874	382
696	876	380
697	877	379
698	878	378
699	879	376
700	880	375
701	881	374
702	882	372
703	883	371
704	884	370
705	885	368
706	886	367
707	888	366
708	889	364
709	890	363
710	891	362
711	892	361
712	893	359
713	894	358
714	895	357
715	897	355
716	898	354
717	899	353
718	900	351
719	901	350
720	902	349
721	903	347
722	904	346
723	905	345
724	906	344
725	908	342
726	909	341
727	910	340
728	911	338
729	912	337
730	913	336
731	914	334
732	915	333
733	917	332
734	918	331
735	919	329
736	920	328
737	921	327
738	922	325
739	923	324
740	924	323
741	925	321
742	926	320
743	928	319
744	929	318
745	930	316
746	931	315
747	932	314
748	933	312
749	934	311
750	936	310
751	937	309
752	938	307
753	939	306
754	940	305
755	941	303
756	942	302
757	943	301
758	944	299
759	945	298
760	946	297
761	948	296
762	949	294
763	950	293
764	951	292
765	952	291
766	954	289
767	955	288
768	956	287
769	957	286
770	959	284
771	960	283
772	961	282
773	962	281
774	963	279
775	964	278
776	965	277
777	967	275
778	968	274
779	969	273
780	970	272
781	971	270
782	972	269
783	973	268
784	974	266
785	975	265
786	976	264
787	978	263
788	979	261
789	980	260
790	981	259
791	982	258
792	983	256
793	984	255
794	985	254
795	986	252
796	988	251
797	989	250
798	990	249
799	991	247
800	992	246
801	993	245
802	994	244
803	995	242
804	996	241
805	997	240
806	999	238
807	1000	237
808	1001	236
809	1002	235
810	1003	233
811	1004	232
812	1005	231
813	1006	230
814	1008	228
815	1009	227
816	1010	226
817	1011	225
818	1012	223
819	1013	222
820	1014	221
821	1015	219
822	1016	218
823	1017	217
824	1018	216
825	1020	214
826	1021	213
827	1022	212
828	1023	211
829	1024	209
830	1025	208
831	1026	207
832	1027	206
833	1028	204
834	1029	203
835	1030	202
836	1032	200
837	1033	199
838	1034	198
839	1035	197
840	1036	195
841	1037	194
842	1038	193
843	1039	192
844	1040	190
845	1042	189
846	1043	188
847	1044	187
848	1045	185
849	1046	184
850	1047	183
851	1048	182
852	1049	180
853	1050	179
854	1051	178
855	1052	177
856	1054	175
857	1055	174
858	1056	173
859	1057	172
860	1058	170
861	1059	169
862	1060	168
863	1062	167
864	1063	165
865	1064	164
866	1065	163
867	1066	162
868	1067	160
869	1068	159
870	1069	158
871	1070	157
872	1072	155
873	1073	154
874	1074	153
875	1075	152
876	1076	150
877	1077	149
878	1078	148
879	1079	147
880	1081	146
881	1082	144
882	1083	143
883	1084	142
884	1085	141
885	1086	139
886	1087	138
887	1088	137
888	1089	136
889	1091	134
890	1092	133
891	1093	132
892	1094	131
893	1096	129
894	1097	128
895	1098	127
896	1099	126
897	1100	125
898	1101	123
899	1102	122
900	1103	121
901	1105	120
902	1106	118
903	1107	117
904	1108	116
905	1109	115
906	1111	113
907	1112	112
908	1113	111
909	1114	110
910	1115	109
911	1116	107
912	1118	106
913	1119	105
914	1120	104
915	1121	102
916	1122	101
917	1123	100
918	1124	99
919	1126	97
920	1127	96
921	1128	95
922	1129	94
923	1130	92
924	1131	91
925	1132	90
926	1133	89
927	1134	88
928	1136	86
929	1137	85
930	1138	84
931	1139	83
932	1140	81
933	1141	80
934	1142	79
935	1143	78
936	1144	76
937	1146	75
938	1147	74
939	1149	73
940	1150	72
941	1151	70
942	1152	69
943	1153	68
944	1154	67
945	1155	65
946	1157	64
947	1158	63
948	1159	62
949	1160	61
950	1161	59
951	1163	58
952	1164	57
953	1165	56
954	1166	54
955	1167	53
956	1168	52
957	1169	51
958	1170	50
959	1171	48
960	1172	47
961	1173	46
962	1175	45
963	1176	43
964	1177	42
965	1178	41
966	1179	40
967	1180	39
968	1181	37
969	1182	36
970	1184	35
971	1185	34
972	1186	32
973	1187	31
974	1188	30
975	1189	29
976	1190	28
977	1191	26
978	1193	25
979	1194	24
980	1195	23
981	1196	21
982	1197	20
983	1198	19
984	1199	18
985	1200	17
986	1201	15
987	1202	14
988	1204	13
989	1205	12
990	1206	10
991	1207	9
992	1208	8
993	1209	7
994	1210	6
995	1211	4
996	1212	3
997	1213	2
998	1214	1
999	1216	0
